county,year,dayswaqi,maqi
Beaver,1991,365,200
Volusia,2013,365,90
St. Bernard,2018,365,112
San Luis Obispo,1994,365,159
Cheshire,1992,364,151
Jackson,1985,365,115
Riverside,2016,366,389
Rio Arriba,2008,110,45
Hays,2006,204,140
Summit,1993,365,185
Rockland,1997,58,48
Kittitas,2017,355,216
Potter,1995,53,34
Archuleta,1988,16,98
Mitchell,2012,118,67
Morton,1997,15,60
Kanawha,2007,365,164
Larimer,1990,365,154
Columbia,1987,196,205
Anderson,1999,365,190
Tuscola,1990,360,164
Stevens,1999,101,126
Atlantic,1980,359,238
St John,2011,117,77
Fauquier,2002,208,161
Lee,2007,365,122
Potter,2006,365,59
Sevier,1983,218,34
Northampton,1984,164,177
Cascade,1983,265,115
Victoria,2014,358,93
Pawnee,2000,40,74
Matanuska-Susitna ,2018,365,151
Middlesex,2010,365,172
Orange,1982,302,217
Greenup,2005,364,147
San Luis Obispo,1995,365,176
Howell,1997,128,608
Martin,1997,61,36
Scotts Bluff,1989,39,89
Linn,2002,365,129
Wake,1995,365,185
Bay,2013,114,67
Smith,2007,353,143
Lee,2001,24,40
DeKalb,2017,359,80
El Paso,2006,365,129
Johnson,1983,305,219
St John,1996,41,69
Victoria,2004,361,154
Monmouth,1988,365,70
Union,1998,338,147
Lake,1990,365,219
Chelan,2015,362,148
Rockingham,1998,360,56
Lake,2014,362,108
Cass,2018,360,121
Gilmer,1999,337,179
Modoc,2002,2,21
Jackson,2014,105,83
Imperial,1999,365,217
Bennington,2011,361,140
Fayette,2014,346,122
Seneca,1991,24,76
Inyo,1981,198,108
Union,1993,191,97
Morgan,1997,364,164
Kitsap,2014,362,70
Madison,1986,31,57
Adams,1982,362,115
Polk,1996,366,200
Elmore,2012,245,100
Williamson,2008,245,126
Lassen,2000,33,63
Kennebec,2001,208,179
Beaufort,2011,352,46
Bronx,2001,356,155
Los Angeles,1994,365,292
Pulaski,2004,265,93
Black Hawk,2000,123,102
Norfolk City,2017,363,61
New Haven,2003,365,220
Lowndes,2017,317,151
Caribou,1988,346,200
Ouachita,1994,60,46
Jefferson,2008,366,159
Ocean,2009,357,150
Colbert,2004,366,102
Utah,1991,365,171
Big Horn,2007,60,101
Coconino,1993,362,90
Carroll,2008,55,27
Fulton,1981,355,151
Baltimore (City),2018,364,129
Eau Claire,2004,56,30
Haywood,1993,320,205
Bossier,1985,349,192
Carter,2002,281,172
Fresno,1996,366,219
Jackson,1995,355,193
Napa,1986,365,90
Porter,2007,365,164
Denver,2006,365,166
Cambria,1983,363,195
Somerset,1994,224,126
Mendocino,2003,365,87
Powell,1987,32,29
Sussex,1985,351,214
Gregg,2003,365,154
Minidoka,2002,28,47
Oconee,2017,363,84
Sheridan,1987,203,93
Boone,2016,214,97
Hampshire,1981,163,215
Massac,1984,357,162
Peoria,1982,365,151
Hall,2007,108,142
Tuscaloosa,1999,115,125
Fremont,2003,122,102
Humboldt,1987,60,72
Edmonson,1995,359,187
Rosebud,2008,360,105
Columbia,1989,194,100
Monterey,2004,366,129
Ramsey,2013,365,99
Granville,1996,234,192
Cass,2014,341,102
Duval,1997,365,174
Harrison,1980,201,132
Jones,1999,107,137
Cedar,2000,104,91
Bennington,1997,241,179
Steuben,2004,335,123
Sonoma,2017,365,165
Johnson,1981,90,105
Shasta,2019,364,100
Guaynabo,2016,365,119
Guayanilla,2006,205,66
Grenada,2011,106,75
Providence,1982,365,208
Marin,1992,366,79
Tippecanoe,1996,98,102
Warrick,1994,273,223
Whitman,2008,366,63
Buncombe,1982,135,136
St. Clair,1982,365,213
Fayette,1986,365,210
Ouachita,1991,56,56
Routt,2009,350,65
Will,2018,365,126
Dutchess,1999,362,195
Muskogee,1991,361,135
Leon,1991,25,35
Philadelphia,1986,365,217
Dallas,2017,365,140
Rockland,2016,363,136
Napa,2012,366,84
Lake,1993,365,200
Hampton City,2007,365,166
Kittitas,2008,362,119
Lucas,1983,365,210
York,1987,234,214
Olmsted,2011,360,99
Schenectady,1990,365,161
Jefferson,2013,193,112
Genesee,1992,366,151
Guam,1990,56,53
Union,2003,364,104
Delaware,2002,365,218
Charleston,2010,365,112
Denton,1992,361,214
Jefferson,2000,57,82
Johnston,1995,192,164
Tarrant,1995,365,219
Crittenden,1990,46,54
Park,2009,122,62
Jefferson,2012,360,129
McCracken,1983,365,179
Routt,2000,337,72
Walworth,2002,177,182
Winn,2001,84,112
Clermont,1980,363,205
Wyandot,1995,127,59
Monroe,1982,364,162
Indian River,2003,347,150
Dodge,2010,351,125
Trigg,2001,365,147
Los Angeles,2006,365,224
Merced,1991,130,206
Sandusky,1988,218,208
Morgan,2015,365,141
Oneida,2011,365,168
New York,1995,365,213
San Juan,2004,358,122
Etowah,1998,60,56
Huron,2019,259,90
Macon,2013,346,84
Mendocino,2016,364,66
Madison,2004,365,150
Portage,1997,212,164
Indiana,2004,61,123
Henrico,2000,261,169
District of Columbia,2004,366,190
Williamson,2006,233,150
Adams,2010,363,93
Bristol,1985,364,218
Allegheny,1980,366,247
Ashley,2012,119,73
Darlington,1993,211,159
Harnett,1990,17,53
Bergen,2000,366,159
Roanoke,1994,365,172
Cecil,2005,262,206
Hendricks,2004,366,115
Lowndes,2019,309,68
Scott,1990,365,165
Santa Fe,2016,366,90
Knox,1988,223,261
Palm Beach,2017,355,112
Jackson,2016,363,93
Hamilton,2017,365,87
Brazoria,2002,365,217
Chemung,1990,363,150
Columbia,1991,304,172
Hawaii,1988,281,200
Davis,2002,365,169
Archuleta,2003,353,85
Charles,2002,360,216
Greene,2000,55,61
Washington,2007,365,115
Outagamie,2014,365,111
Ketchikan Gateway ,1986,150,200
Howard,2017,356,80
Kalamazoo,1994,365,169
Caribou,2016,357,59
Lawrence,2005,365,157
Inyo,1981,198,108
Montgomery,1991,365,185
Harford,2015,358,156
Garvin,1987,343,76
Lancaster,2005,365,177
Marion,1987,359,147
Sauk,2009,313,115
Wayne,2001,365,168
Henrico,2014,365,84
Middlesex,1986,204,226
Barnwell,1991,353,166
Teton,1999,355,126
Hampden,2019,364,93
Comanche,2002,365,140
Glenn,2013,361,101
Sainte Genevieve,2015,220,93
Huron,2004,183,156
Sweetwater,2018,365,163
Summit,1991,365,215
Benton,1984,361,179
Oneida,1990,361,188
Houston,1990,55,64
Aleutians East ,2005,121,38
Billings,2014,365,58
Prince William,1995,365,208
Granville,2002,209,202
Palo Alto,2008,264,95
Pasquotank,2002,119,119
Summit,2003,365,204
Kauai,2013,365,53
Canyon,1996,57,89
York,2009,362,154
Winn,2003,120,71
Berkeley,1989,345,179
McKenzie,2006,365,106
Buncombe,2007,344,122
Suffolk City,1990,236,182
Park,2010,191,133
LaPorte,2010,365,151
Raleigh,2006,118,108
Elmore,2015,233,115
Chelan,2010,365,121
Greenbrier,1995,363,172
Robeson,1995,58,48
Warren,1997,61,62
Garfield,1985,111,108
Colbert,2007,324,122
Tarrant,2006,365,202
La Plata,1992,363,100
Bannock,1988,340,200
Hamilton,1997,363,154
Woodbury,2009,123,113
Portage,1990,212,185
Phillips,2011,119,83
Kenosha,2012,309,192
Pinellas,1985,365,204
Clark,1998,220,228
Cumberland,2015,365,108
Lawrence,2016,366,119
Lincoln,2015,293,87
Simpson,2010,243,112
Mesa,1999,365,95
Kent,2000,366,192
Chittenden,2005,365,143
Rockingham,2010,214,156
Calcasieu,1980,263,238
Union,1992,173,83
Bannock,2016,366,84
Johnson,1999,179,185
Cumberland,1987,256,206
Oxford,2010,230,54
Hudson,1996,365,179
Cuyahoga,1995,365,190
Jefferson,2014,331,133
Teller,2008,82,140
Washington,2004,340,133
Sutter,1990,355,143
Calvert,2015,206,93
Carlton,2009,165,84
Guilford,1981,212,156
Pointe Coupee,2006,353,195
Plumas,1990,56,92
Maui,1996,243,53
Stark,1992,366,177
DeKalb,2001,121,70
Salinas,2011,347,31
Sheridan,2017,365,155
Caldwell,2005,211,133
Perry,1990,365,179
El Paso,2004,366,105
Grand Forks,2001,120,99
Claiborne,2009,360,87
Adams,2008,366,150
Potter,2008,364,88
Marathon,2007,203,156
Manitowoc,1999,237,190
Bullitt,1987,214,185
Lancaster,1993,365,58
Ponce,2015,365,69
Putnam,2000,61,55
Forsyth,2004,366,136
Wabash,1996,213,177
Kalamazoo,2002,242,190
Cass,2019,350,125
Concordia,2006,57,84
Bucks,1982,360,217
Shelby,2013,285,101
Tolland,2014,178,140
Sandoval,2012,357,100
Middlesex,1999,365,197
Burke,1994,360,174
King,1986,365,195
Sangamon,1988,366,195
Franklin,2000,207,179
St. Clair,1992,361,182
Becker,2007,356,153
Archuleta,1988,16,98
Iberville,2018,365,153
West Baton Rouge,1984,366,208
Trumbull,2015,293,112
Berkeley,2011,264,90
Pickens,1980,185,177
Litchfield,2017,365,122
Caswell,2005,260,133
Chester,2003,232,147
Berkshire,2004,217,151
Chester,1992,52,56
Coconino,1980,283,101
Oliver,1988,366,151
Fairfield,1992,366,208
Fairbanks North Star ,2016,366,180
Roanoke,1983,365,161
Arkansas,1990,61,60
Bennington,2002,301,164
Pinellas,1985,365,204
Clark,1981,365,238
Orange,2009,365,108
Sandoval,1993,365,115
Faulkner,2003,103,108
Warren,2001,59,38
Fayette,1996,60,54
Plumas,2009,119,140
Erie,2006,365,161
Greenville,2018,365,87
Hawkins,1992,365,200
Lynchburg City,2008,118,81
Richmond,2005,365,156
Pulaski,2014,286,100
Yuba,1990,59,63
Passaic,1988,61,63
Mesa,1997,365,70
McClain,2016,362,87
Adams,1987,184,200
Gunnison,2001,365,115
Rosebud,1984,366,76
Linn,2007,365,112
Tehama,1993,355,169
Warren,1982,32,107
Goodhue,2018,231,133
Dougherty,2005,116,107
Mahoning,1989,365,164
Hartford,2004,366,154
Calhoun,1991,60,70
Duval,1992,366,161
Montgomery,2006,365,147
Potter,1988,8,54
Catano,2013,365,156
San Mateo,1990,365,105
Cobb,2002,282,207
Clay,2002,277,166
Davis,1988,364,187
Montgomery,2001,254,202
Yalobusha,1994,336,172
Orange,1984,343,206
Guam,1991,41,61
Steele,1997,349,101
Perry,2003,365,175
Baker,2012,364,100
San Miguel,1995,320,83
Medina,2010,324,161
Jefferson,1991,365,222
Cerro Gordo,1997,360,200
Henderson,1982,365,200
Iron,2018,365,90
Kitsap,2007,361,102
Wasco,2009,365,81
Lake,1984,359,122
Gunnison,1992,349,100
Catawba,2016,358,153
Middlesex,2002,365,210
Lauderdale,1982,330,101
St. Lawrence,2007,53,80
Medina,1997,212,179
Santa Cruz,1989,42,145
Madison,2007,354,115
Mobile,1990,337,200
Union,1989,351,113
Grant,1990,327,143
White,1992,61,54
Custer,2000,89,79
Aleutians East ,2014,105,56
St. Clair,2005,365,202
Pulaski,2019,282,63
Hood,2016,365,133
Etowah,2017,360,163
Siskiyou,2017,225,163
York,1980,358,208
Hidalgo,2009,365,87
Tehama,2013,365,136
Sheridan,2003,238,93
Washington,1999,365,204
Sauk,2004,347,113
Caroline,2012,213,133
San Bernardino,2000,366,246
Siskiyou,2016,362,93
Shoshone,1997,120,78
Ada,2002,365,156
Franklin,1993,57,53
Marin,2003,365,90
Granville,1990,203,166
Washington,2008,264,147
Montgomery,2010,365,159
Summit,2012,366,151
Lane,1984,366,143
Fauquier,1984,179,192
Lewis,2004,208,87
Cowlitz,1990,64,62
Bronx,1987,350,129
Dawson,2016,244,126
Amador,1992,245,200
Thurston,1990,186,94
Grays Harbor,2013,365,71
Gallatin,1988,55,69
Jefferson,1990,365,151
New Haven,2006,365,209
Josephine,1981,363,136
Houston,2008,277,90
Taylor,2006,357,126
Norfolk,2000,63,88
Shelby,1990,365,207
Outagamie,2013,365,105
Pointe Coupee,2011,365,151
Tuscaloosa,2016,365,100
Jackson,2001,365,164
Richland,1990,73,57
Bayamon,2011,337,62
Manistee,2009,237,136
Carlton,1998,53,40
Platte,2005,304,169
Sandoval,1996,358,150
Fairbanks North Star ,1994,269,168
Sweetwater,1991,201,102
Adams,1999,365,136
Madison,1995,341,169
Henderson,1997,59,49
El Paso,1993,365,200
Vernon,1997,202,140
Montgomery,2018,363,129
Delta,1999,365,69
Iberville,1996,366,216
Glacier,2010,153,74
Windham,2004,347,182
Kenai Peninsula ,2007,108,58
Chester,1981,347,206
Lawrence,2014,365,119
Nueces,2016,366,93
Los Alamos,2001,121,53
Guayama,1992,61,70
Davis,1990,360,161
Logan,1990,203,190
Muskegon,1998,177,187
Sonoma,2014,365,81
Allegheny,1998,365,212
Charleston,2010,365,112
Richmond City,1982,365,119
Hennepin,1993,365,122
Pennington,1986,169,93
Benton,1988,154,129
Chaves,1989,7,41
Victoria,2006,345,126
Clay,1994,365,195
Cleveland,2006,364,147
Monroe,1987,82,108
Russell,1996,57,55
Oneida,2015,353,146
Ashtabula,1980,366,200
Bay,1998,54,60
Yavapai,1982,283,179
Adams,1984,363,188
Collier,1998,58,57
Denali ,1991,317,60
Granville,2007,214,166
Shoshone,2006,353,129
Kings,1986,364,222
Cherokee,1994,319,166
Chatham,2006,262,126
Ingham,1999,260,179
Dutchess,2009,361,122
Lake,2013,365,150
Dubuque,1986,365,158
Alamosa,1991,360,283
Union,1988,366,241
Gallatin,2016,366,365
Muscatine,1985,212,200
Sheboygan,2009,195,174
Dane,2013,365,93
Shawnee,1999,121,96
Shoshone,2017,365,289
Wexford,2001,360,172
Franklin,2004,366,151
Talladega,1991,59,70
Milwaukee,2004,366,187
Prowers,2008,365,218
Flathead,1995,365,93
Hunterdon,1994,357,185
Orange,1998,365,210
Jackson,1981,358,248
Arkansas,2016,119,70
Rockingham,2013,365,77
Hall,2007,108,142
Aroostook,2015,365,97
New London,2019,364,129
Bucks,2008,365,192
Sumner,2010,365,122
Harney,2004,364,154
Gregg,1983,342,221
Saint Clair,2002,365,200
Saint Charles,2000,366,185
Armstrong,2003,212,208
Putnam,1998,364,179
Anderson,2006,263,143
Carter,1994,56,62
Madera,1989,295,190
Presque Isle,2007,59,52
Hampshire,1991,363,230
Benton,1982,336,200
Cumberland,2012,366,126
Fond du Lac,2005,186,156
Baker,2007,363,81
Jasper,2007,364,92
Genesee,1998,365,207
Lackawanna,1989,365,192
Monroe,1985,365,202
Liberty,1994,342,140
Jefferson,1986,291,119
Caguas,2016,11,112
Newport News City,1993,365,47
Essex,1998,365,203
Nueces,1991,365,200
Montgomery,2006,269,119
Benzie,2000,183,203
Hidalgo,2000,352,44
Union,2007,363,100
Dutchess,2017,363,101
San Juan,2002,355,115
Mecklenburg,2018,360,108
Orange,2010,365,136
Lancaster,2004,366,182
Maury,1992,196,143
Florence,1994,206,108
Clay,1998,365,204
Flathead,1988,360,256
Sanders,2017,358,350
Anderson,2008,240,151
Albany,2008,366,156
Champaign,2016,366,100
Aleutians East ,2011,101,52
Pike,2017,365,43
Terrebonne,2019,120,70
Marion,1987,365,202
New London,2018,315,140
Meigs,2002,352,115
St. Charles,2001,363,156
Fulton,2016,366,156
Winnebago,1991,184,159
Coconino,2018,365,126
DeKalb,2013,346,97
SONORA,2008,61,86
Lawrence,1997,279,136
Montgomery,2006,286,175
Jessamine,2018,356,90
Pulaski,1983,365,182
Rowan,1999,214,227
Cleveland,1990,365,143
Ventura,1985,365,242
Osage,2006,361,92
Spencer,1982,365,200
Lawrence,2000,366,164
Union,2004,214,133
Montgomery,2018,365,156
Orange,1999,364,177
Houston,2006,285,126
Orange,2006,275,143
Culpeper,2010,60,43
Madison,2017,335,100
Erie,1999,365,205
Ascension,2010,365,143
Greenup,1989,184,187
Spartanburg,1997,359,169
Grant,2011,363,126
Washington,1995,58,48
Multnomah,2017,365,162
Washington,1980,351,212
Henderson,2006,364,126
Harrison,1996,362,161
Lancaster,1982,365,153
Riley,2003,365,140
Pottawattamie,2005,355,141
Gallatin,2016,366,365
Madison,2000,240,164
Bell,1990,16,35
Dawson,2001,241,156
Putnam,2001,60,57
Wayne,2006,211,119
Meade,2009,361,71
Leon,1983,271,112
Grenada,2018,105,80
Cochise,1999,355,129
Barceloneta,1990,49,58
Monmouth,2014,248,122
Queens,1992,285,197
Hillsborough,2010,365,154
Douglas,1993,365,84
Mecklenburg,2003,365,209
Morgan,2016,365,112
Kent,2010,307,166
Baker,2014,365,89
Dona Ana,1999,365,190
Tuolumne,1990,211,136
Dunn,2002,365,74
Contra Costa,2005,365,134
Roane,2006,117,96
Kent,2016,354,147
Coles,1989,50,66
Plymouth,1996,211,108
Colusa,1981,320,150
Sussex,1987,310,203
Cumberland,2016,366,136
Dona Ana,1980,366,200
Alameda,2007,365,164
Barnwell,1989,308,150
Bossier,2005,365,161
Jefferson,2000,366,200
Catawba,1993,55,55
Hudson,2017,365,115
Murray,2002,276,177
Lake,2001,365,155
Orange,1985,365,289
Lorain,2015,364,93
Daviess,2009,365,105
Fauquier,1986,184,164
Saint Louis,1989,365,126
Pinellas,2012,366,108
Montgomery,2010,365,103
Marshall,1999,365,200
Athens,1999,108,127
Bennington,1993,252,185
BAJA CALIFORNIA NORTE,1995,31,102
Madison,1983,290,161
Sebastian,2005,85,107
Norfolk,1988,366,111
Larimer,2002,365,169
Ashley,2003,117,90
Douglas,2006,49,35
Twin Falls,1988,47,62
Dyer,2015,111,66
Cascade,2009,365,68
Imperial,1995,365,250
Ada,1989,328,100
Campbell,1997,63,83
Kings,2001,361,140
Jefferson,2000,366,192
Morgan,2009,321,91
Tolland,2000,192,182
San Francisco,1986,365,153
Socorro,2015,107,57
La Paz,2008,178,143
Madison,1990,271,150
Washington,1990,59,53
Augusta,1984,308,81
Fauquier,2002,208,161
Bremer,2007,243,151
Atlantic,2018,365,112
Victoria,2016,348,90
St Thomas,1996,35,81
Adair,2017,362,97
Carson City,1998,356,108
Mississippi,2001,89,96
Cumberland,2018,365,100
Lawrence,1982,323,143
Washington,2006,359,119
Ford,1990,35,64
Maricopa,1982,365,220
Mercer,1981,319,227
Guilford,2010,364,154
Ingham,2011,363,119
Licking,2009,214,119
Adams,1988,363,166
Spencer,1985,365,174
Lenawee,2016,361,119
Whitley,2013,365,104
Rockingham,2006,364,55
Napa,2010,365,159
Schenectady,1986,362,140
Dallas,1984,366,229
Knox,2006,362,147
Marshall,2000,271,192
Union,1998,355,111
Liberty,1997,359,140
Yakima,1989,351,98
McCracken,1981,365,200
Lincoln,1986,56,184
Montgomery,1995,260,197
Santa Fe,2011,365,109
Person,1999,212,192
Elkhart,2012,362,206
Kaufman,2007,365,140
Dallas,2018,365,161
Charleston,1998,365,133
McLeod,1999,9,77
Madison,1983,17,108
Macoupin,1985,357,187
Greene,2000,233,201
Humboldt,2001,323,94
Duval,1992,366,161
Greenbrier,2016,207,100
Hamblen,2002,71,114
Wayne,2009,217,97
Elk,2014,364,115
Nassau,2018,354,106
Montgomery,2013,363,150
Saratoga,2004,363,177
Tuolumne,2006,365,143
Richmond City,1996,366,114
Harris,1998,365,271
Washington,1988,153,66
Gallatin,1993,122,92
Summit,1989,365,213
Kenton,1996,366,200
Broome,1982,365,201
Penobscot,1987,365,200
San Juan,2016,328,83
Dearborn,1990,365,200
Wyandot,1995,127,59
Passaic,2002,267,204
Saginaw,1991,358,72
Randolph,1988,113,169
Grant,1991,365,200
Tazewell,2006,358,200
Rio Arriba,2009,111,29
Russell,2010,287,108
St. Clair,1984,356,201
Bronx,1986,357,140
Volusia,1994,365,147
Maui,1990,42,39
Highlands,2012,352,84
Delaware,2018,365,143
Schoolcraft,2013,244,126
Garfield,1996,58,72
Warren,1980,350,106
Sullivan,2004,366,200
Milwaukee,2002,365,201
Pike,2006,351,179
Howard,2011,110,83
Henderson,2006,364,126
Winona,2002,49,78
Summit,1980,366,205
Marion,2002,98,75
Gloucester,2004,365,177
Ontario,2003,363,54
Rock Island,1996,366,122
Chester,2003,263,207
Richmond,2013,365,151
Spartanburg,2002,358,202
Burleigh,2017,365,198
Columbiana,2013,351,57
Stark,1994,365,179
Lawrence,2017,234,81
Josephine,2007,365,97
Adams,1997,358,192
Fredericksburg City,1996,61,54
Simpson,1993,362,154
Polk,2015,365,105
Martin,2018,365,112
Scotts Bluff,1990,58,82
Armstrong,2008,214,154
New London,1991,364,219
Humboldt,2014,365,164
Holmes,2009,365,82
Aroostook,2009,365,97
McKenzie,2010,365,100
Brazoria,2005,360,187
Lake,1991,365,201
Jefferson,1999,365,160
Phillips,1994,91,61
Washington,2005,256,164
St. Joseph,2017,365,133
Essex,2010,365,164
Macoupin,1982,350,143
Gulf,1995,54,64
Linn,2011,365,147
Rankin,2001,117,105
DeKalb,2018,350,84
Nassau,2019,351,71
St. Clair,1987,345,209
Navajo,2018,363,115
Hamblen,1997,337,159
Montgomery,2010,365,159
Oconee,2012,284,97
Muskogee,2012,333,103
Alameda,1981,365,205
Denali ,2018,364,58
Pointe Coupee,2017,363,105
Coos,1982,362,200
Claiborne,2009,360,87
Vanderburgh,2007,365,164
St. John the Baptist,1990,365,177
Washtenaw,2016,366,122
Vanderburgh,2007,365,164
Caribou,1987,341,131
Alexander,1988,50,177
Albemarle,2013,364,74
Edgefield,1992,321,126
Portage,1990,212,185
Cleveland,2008,363,101
Deer Lodge,1980,354,254
Hamilton,1996,365,147
Alexander,1984,328,156
Kent,1988,366,230
Twin Falls,2015,275,141
Weston,2017,365,93
Kenai Peninsula ,1983,47,7
Greene,1993,56,54
Trumbull,1999,351,182
Greene,2016,355,105
DuPage,2003,360,143
Stanislaus,1998,365,221
Buncombe,2007,344,122
Shasta,2018,365,190
Jackson,2004,362,87
Columbia,2010,188,93
Houston,2013,285,84
Klickitat,2003,220,115
Berks,1991,365,206
Muhlenberg,1995,362,168
San Diego,2000,366,201
Campbell,2000,163,165
Cook,2006,365,164
Jackson,2002,124,57
Kanawha,1996,366,187
Clinton,1986,207,195
Douglas,1980,366,226
Wabash,1995,359,197
Kauai,2015,362,66
Seminole,1993,365,159
Sweetwater,2000,288,172
Klickitat,2006,218,97
Cochise,1992,351,92
Garland,2007,114,100
Adjuntas,2016,97,72
Holmes,2012,366,84
Buchanan,1994,223,200
Fredericksburg City,1991,60,55
Winnebago,1988,355,203
Orleans,2007,336,91
Livingston,2013,241,108
Wabash,2000,362,174
Ashley,2016,118,68
Arkansas,2006,117,93
Greene,1993,56,54
Loudon,2011,245,147
Georgetown,2000,366,104
Brewster,1990,100,76
Clackamas,2000,198,101
Del Norte,2012,119,45
Dawson,2004,61,95
Livingston,1990,349,147
San Joaquin,2016,366,166
Rosebud,2008,360,105
Dougherty,2011,361,115
Williamson,2018,245,108
Washtenaw,2008,364,140
Centre,1997,364,213
Jefferson,2000,366,200
Denver,1999,365,122
Berrien,2009,240,136
Camden,2011,364,179
Ohio,2008,265,115
Raleigh,2003,116,113
Shoshone,1993,119,98
Jefferson,2001,365,156
Charles,2014,209,122
Racine,1994,364,232
Sweetwater,2002,365,273
Santa Clara,1990,365,177
Alachua,2010,365,101
Hall,2018,111,68
Chesterfield,2000,103,90
Watauga,2008,123,85
Baker,2019,361,77
Sheridan,2004,237,116
Washtenaw,2015,365,99
Prowers,1985,175,104
Dubuque,1990,365,183
Murray,2014,266,108
Lynchburg City,1988,44,63
Whatcom,2017,365,178
Bernalillo,2010,365,146
Mendocino,1981,359,74
Fountain,1993,362,200
Stark,1985,365,169
Lake,1990,365,77
Adams,1996,366,114
York,1982,356,195
Canyon,2015,364,155
Kennebec,2014,288,87
Tarrant,2001,365,221
Jefferson,2018,184,155
Hopewell City,2016,60,22
Brazoria,2014,365,174
Monterey,1992,366,150
Loudon,2014,278,101
Madison,2013,213,97
Allen,2018,365,119
Ingham,2006,232,121
Shelby,2006,365,200
Crittenden,2009,365,133
Prince George's,1998,365,206
Butte,2008,363,101
Hendricks,2002,180,209
Orange,2016,366,97
Umatilla,1993,194,190
Crawford,1993,353,169
Brown,2007,113,90
Raleigh,2014,8,24
Arkansas,2015,116,71
Tuscaloosa,2009,306,120
Olmsted,2002,106,97
Iron,2015,356,70
Jefferson,1989,364,200
Minnehaha,2003,365,105
Carter,2004,283,86
Placer,1981,365,213
Jefferson,1984,366,234
Durham,1998,365,197
Scott,2004,104,92
Beaufort,2003,321,128
Lackawanna,2012,366,136
Pasquotank,1994,46,64
Horry,2009,147,55
Cumberland,1996,366,166
Hamilton,1992,364,189
Orleans,1994,365,192
Hall,2005,112,107
Rock,2007,112,90
Ponce,2005,106,77
Garrett,2016,364,97
St. Mary,1999,352,159
Carroll,2004,174,115
Johnson,2011,364,161
Rockingham,1995,210,140
Cobb,2002,282,207
Johnston,2018,354,90
Madera,2001,359,169
Kittitas,1999,114,44
Lincoln,2009,365,116
Jefferson,1995,365,200
Washtenaw,1983,290,151
McHenry,2010,362,115
Pinellas,1986,365,230
Miami,2018,245,140
